"UsageDate,""ResourceGroup"",""SubscriptionName"",""EnrollmentAccountName"",""DepartmentName"",""CostUSD"",""Cost"",""Currency"""
"2022-05-01,"""",""Azure Defender for IoT(98909ca6-975b-45c2-a5ee-6a0095d8f53c)"",""Hudson Bezerra"","""",""13454.94"",""13454.94"",""USD"""
"2022-05-01,"""",""Unassigned(99999999-9999-9999-9999-999999999999)"","""","""",""0"",""0"",""USD"""
"2022-05-01,"""",""Digital Capabilities Sandbox(9aa002ae-9916-4c3e-a9dd-12c8c07a70cc)"",""Rafael Campos"","""",""0"",""0"",""USD"""
"2022-05-01,"""",""Web Hosting(a2c973ad-1455-4b7a-947b-1369c313d017)"",""Rafael Campos"","""",""270.94000000000005"",""270.94000000000005"",""USD"""
"2022-05-01,"""",""Digital Workplace Sandbox(a3dd7cf8-6f48-4965-8922-df99b9a63bf2)"",""Rafael Campos"","""",""0"",""0"",""USD"""
"2022-05-01,"""",""IDSSKL-LAB(a56e40ea-8682-433f-8631-339fb3821675)"",""Rafael Campos"","""",""41.75995936106565"",""41.75995936106565"",""USD"""
"2022-05-01,"""",""AU10512 Azure MVH Production - West Europe(a8b90287-fb5c-4b07-b46c-5e09dfb582ec)"",""AU10512 Mars Vet Health"",""MVH Mars Vet Health"",""0.079999999999991"",""0.079999999999991"",""USD"""
"2022-05-01,"""",""AU10515 BI MA Enterprise Production(b197552c-f8b7-4a5b-abdf-cb9d6b47b1d8)"",""AU10515 Azure Business Intelligence"",""VCA Business Intelligence"",""18.25"",""18.25"",""USD"""
"2022-05-01,"""",""DNA-DEV-RC(b59c0d8c-26e3-48b2-bb7a-c3a7d0b0baa7)"",""Osman Queiroz"","""",""0.260999746006661"",""0.260999746006661"",""USD"""
"2022-05-01,"""",""infosec-tvm(c6b1463e-83f3-436d-95af-2c8b0a536944)"",""Hudson Bezerra"","""",""0.08900596059014"",""0.08900596059014"",""USD"""
"2022-05-01,"""",""Infosec(d260497c-7fda-4599-978e-686766898e1d)"",""Hudson Bezerra"","""",""115.43803547527953"",""115.43803547527953"",""USD"""
"2022-05-01,"""",""Digital Finance-Prod(d8c8a274-ea27-4cb8-a1f4-7cda66cf0c3f)"",""Rafael Campos"","""",""18.141890317964265"",""18.141890317964265"",""USD"""
"2022-05-01,"""",""IDSSKL-PRODUCTION(d9e9085e-c768-4d2c-800c-ee1f370c6e0c)"",""Rafael Campos"","""",""51.60544977987245"",""51.60544977987245"",""USD"""
"2022-05-01,"""",""Data Center - HR Analytics(e5f4d032-82c4-40cd-90fd-394263649e55)"",""Rafael Campos"","""",""179.8933694755766"",""179.8933694755766"",""USD"""
"2022-05-01,"""",""Enterprise Cloud Sandbox(f50640b5-6215-4e74-9726-afdda1b2b983)"",""Rafael Campos"","""",""73.38863668933436"",""73.38863668933436"",""USD"""
"2022-05-01,"""",""Linnaeus Group(fa840202-aaf6-4798-9826-beeacb6a9e47)"",""Rafael Campos"","""",""482.26001660647046"",""482.26001660647046"",""USD"""
"2022-05-01,"""",""Analytics at Mars Prod(fd43d2cb-5798-4c9b-bf5e-05006585d0cd)"",""Rafael Campos"","""",""3073.832047403672"",""3073.832047403672"",""USD"""
"2022-05-01,""-"",""SAP Digital Foundation(2bdbdb64-682b-44d2-a5a3-1e6e96126c73)"",""Rafael Campos"","""",""0.001563575516935"",""0.001563575516935"",""USD"""
"2022-05-01,""$system"",""Analytics at Mars Dev(066fc627-241c-4166-b66f-70f51b9b4b95)"",""Rafael Campos"","""",""6.498267451640036"",""6.498267451640036"",""USD"""
"2022-05-01,""$system"",""PaaS Development(0e8c6b57-6185-445f-8c53-26907c24e8f0)"",""Rafael Campos"","""",""6.478869638351559"",""6.478869638351559"",""USD"""
"2022-05-01,""$system"",""PaaS Production(19064a8b-d7fd-4b64-bf26-578ac7ee1234)"",""Rafael Campos"","""",""6.469170731707319"",""6.469170731707319"",""USD"""
"2022-05-01,""$system"",""AU10530 Project Voyager Sandbox(1f078f16-c6e6-497a-b28e-fc622f3093ca)"",""AU10503 Azure Development"",""VCA Development"",""6.45924642049737"",""6.45924642049737"",""USD"""
"2022-05-01,""$system"",""Next Gen Tech Development(2630c4b9-c627-494d-8a87-a5002e5e7f8e)"",""Rafael Campos"","""",""6.469170731707319"",""6.469170731707319"",""USD"""
"2022-05-01,""$system"",""TO DELETE - Factory IOT Pilot(30ccc94d-6cc0-4cd6-8820-4b9ee8efc474)"",""Rafael Campos"","""",""6.401278385197647"",""6.401278385197647"",""USD"""
"2022-05-01,""$system"",""Enterprise Architecture Sandbox(31ba4645-bf5d-462f-8fad-ab739ad2502a)"",""Rafael Campos"","""",""6.410753579502645"",""6.410753579502645"",""USD"""
"2022-05-01,""$system"",""MyHooman Shelter Management System MVP(363e11d1-7419-40fc-8289-e201101df085)"",""Rafael Campos"","""",""6.420676198486125"",""6.420676198486125"",""USD"""
"2022-05-01,""$system"",""AU10503 VCA Development Dev/Test(837b51ec-fdf7-4964-b936-c0061fa1593d)"",""AU10503 Azure Development"",""VCA Development"",""6.313988225399496"",""6.313988225399496"",""USD"""
"2022-05-01,""$system"",""AU10503 VCA Development Production(943f34ae-16ee-4d74-8808-f86ee2949aa7)"",""AU10503 Azure Development"",""VCA Development"",""6.313988225399496"",""6.313988225399496"",""USD"""
"2022-05-01,""$system"",""Web Hosting(a2c973ad-1455-4b7a-947b-1369c313d017)"",""Rafael Campos"","""",""6.294590412111018"",""6.294590412111018"",""USD"""
"2022-05-01,""1nav_slovenia"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""877.0767908041569"",""877.0760491285656"",""USD"""
"2022-05-01,""1test"",""SAP Digital Foundation(2bdbdb64-682b-44d2-a5a3-1e6e96126c73)"",""Rafael Campos"","""",""0.103720379083706"",""0.103720379083706"",""USD"""
"2022-05-01,""2021"",""Enterprise Architecture Sandbox(31ba4645-bf5d-462f-8fad-ab739ad2502a)"",""Rafael Campos"","""",""236.77000233094418"",""236.77000233094418"",""USD"""
"2022-05-01,""aat-mabx-lnx-auto-rg"",""PaaS Production(19064a8b-d7fd-4b64-bf26-578ac7ee1234)"",""Rafael Campos"","""",""0.230677182534077"",""0.230677182534077"",""USD"""
"2022-05-01,""aat-mabx-win-auto-rg"",""PaaS Production(19064a8b-d7fd-4b64-bf26-578ac7ee1234)"",""Rafael Campos"","""",""0.193523139811473"",""0.193523139811473"",""USD"""
"2022-05-01,""acc_skittles_vending_machines"",""Digital Capabilities Sandbox(9aa002ae-9916-4c3e-a9dd-12c8c07a70cc)"",""Rafael Campos"","""",""0.045732280072201"",""0.045732280072201"",""USD"""
"2022-05-01,""adfs-amer"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""2.788299476054077"",""2.788299476054077"",""USD"""
"2022-05-01,""adtoken"",""AU10503 VCA Development Dev/Test(837b51ec-fdf7-4964-b936-c0061fa1593d)"",""AU10503 Azure Development"",""VCA Development"",""0.000341383908374"",""0.000341383908374"",""USD"""
"2022-05-01,""adv-analytics-germany-dev-rg"",""Analytics at Mars Dev(066fc627-241c-4166-b66f-70f51b9b4b95)"",""Rafael Campos"","""",""538.4878784737135"",""538.4877941133899"",""USD"""
"2022-05-01,""advancedtest"",""Enterprise Architecture Sandbox(31ba4645-bf5d-462f-8fad-ab739ad2502a)"",""Rafael Campos"","""",""0.000690030683237"",""0.000690030683237"",""USD"""
"2022-05-01,""aera-scenario-planning-dev-rg"",""Analytics at Mars Dev(066fc627-241c-4166-b66f-70f51b9b4b95)"",""Rafael Campos"","""",""225.59816858004055"",""225.59805673373015"",""USD"""
"2022-05-01,""agnostic-traceability-apac-dev"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""279.6264319773499"",""279.6264319773499"",""USD"""
"2022-05-01,""agnostic-traceability-apac-dev"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""1245.3811708342487"",""1245.3811708342487"",""USD"""
"2022-05-01,""agnostic-traceability-apac-primary"",""ITManagement(03c9c339-eb56-46c6-933a-8559e91c6861)"",""Rafael Campos"","""",""5147.666131810496"",""5147.66752864709"",""USD"""
"2022-05-01,""agnostic-traceability-apac-primary"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""663.1151410048077"",""663.1152388861319"",""USD"""
"2022-05-01,""agnostic-traceability-apac-primary"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""4966.687505616743"",""4966.687449715661"",""USD"""
"2022-05-01,""agnostic-traceability-apac-primary"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""176.54399649911804"",""176.5440522602671"",""USD"""
"2022-05-01,""agnostic-traceability-emea-failover"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""4.7592728730891"",""4.7592728730891"",""USD"""
"2022-05-01,""aiml_dev_rg_emrvoice"",""AU11117 Digital Client Experience Dev/Test(6af1efaf-ad9d-42a9-a846-8201c508b9e4)"",""AU10514 Azure Digital Strategy Mobile"",""VCA Digital Strategy Mobile"",""912.3427696801502"",""912.3427696801502"",""USD"""
"2022-05-01,""aiml_prod_rg_emrvoice"",""AU10503 VCA Development Production(943f34ae-16ee-4d74-8808-f86ee2949aa7)"",""AU10503 Azure Development"",""VCA Development"",""476.9617444851833"",""476.9617444851833"",""USD"""
"2022-05-01,""aiml_qa_rg_emrvoice"",""AU11117 Digital Client Experience Dev/Test(6af1efaf-ad9d-42a9-a846-8201c508b9e4)"",""AU10514 Azure Digital Strategy Mobile"",""VCA Digital Strategy Mobile"",""903.5703712700478"",""903.5703712700478"",""USD"""
"2022-05-01,""aiml_staging_rg_emrvoice"",""AU10503 VCA Development Production(943f34ae-16ee-4d74-8808-f86ee2949aa7)"",""AU10503 Azure Development"",""VCA Development"",""992.8498150619444"",""992.8498150619444"",""USD"""
"2022-05-01,""aip-prod"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""0.101123149986672"",""0.101123149986672"",""USD"""
"2022-05-01,""alex-test-prod-rg"",""DNA-PROD-GLOBAL(a847d953-66f7-4e91-99f6-60f3ce1174e1)"",""Hudson Bezerra"","""",""1.938099082787374"",""1.938099082787374"",""USD"""
"2022-05-01,""allen-chi-rg"",""Enterprise Cloud Sandbox(f50640b5-6215-4e74-9726-afdda1b2b983)"",""Rafael Campos"","""",""16.36840362099203"",""16.36840362099203"",""USD"""
"2022-05-01,""amea-gem-dev-rg"",""Analytics at Mars Dev(066fc627-241c-4166-b66f-70f51b9b4b95)"",""Rafael Campos"","""",""0.023207650603598"",""0.023207650603598"",""USD"""
"2022-05-01,""amer-blueprint-dev-rg"",""Web Hosting(a2c973ad-1455-4b7a-947b-1369c313d017)"",""Rafael Campos"","""",""378.11241944587744"",""378.11241944587744"",""USD"""
"2022-05-01,""amer-blueprint-prd-rg"",""Web Hosting(a2c973ad-1455-4b7a-947b-1369c313d017)"",""Rafael Campos"","""",""503.54592662834915"",""503.54592662834915"",""USD"""
"2022-05-01,""amer-blueprint-shared-rg"",""Web Hosting(a2c973ad-1455-4b7a-947b-1369c313d017)"",""Rafael Campos"","""",""1989.6393713180782"",""1989.6393713180782"",""USD"""
"2022-05-01,""amer-blueprint-uat-rg"",""Web Hosting(a2c973ad-1455-4b7a-947b-1369c313d017)"",""Rafael Campos"","""",""379.6057572927629"",""379.6057572927629"",""USD"""
"2022-05-01,""amer-dev-ard-rg"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""321.3753097655076"",""321.3750572265458"",""USD"""
"2022-05-01,""amer-dr-failover-west"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""39.93766386356551"",""39.93766386356551"",""USD"""
"2022-05-01,""amer-failover-dev-apps"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""87.40876263236441"",""87.40876263236441"",""USD"""
"2022-05-01,""amer-failover-dev-apps-1-vm-001"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""939.5833580183034"",""939.5837043781612"",""USD"""
"2022-05-01,""amer-failover-dev-apps-1-vm-001"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""751.2373999644262"",""751.2374960115052"",""USD"""
"2022-05-01,""amer-failover-dev-apps-db"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""6436.833434825203"",""6436.833434825203"",""USD"""
"2022-05-01,""amer-failover-dev-vault"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""0.000143009843866"",""0.000143009843866"",""USD"""
"2022-05-01,""amer-failover-dev-vm-1"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""0.228935661051919"",""0.228935661051919"",""USD"""
"2022-05-01,""amer-failover-dmz-cargo-cis-1"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""1006.3537881366692"",""1006.3540437504937"",""USD"""
"2022-05-01,""amer-failover-dmz-mercury-russia-1"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""1197.0991458380147"",""1197.0990699830843"",""USD"""
"2022-05-01,""amer-failover-dmz-vm-1"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""234.18187149184033"",""234.182233032727"",""USD"""
"2022-05-01,""amer-failover-dmz-zscaler-zpa-cloud-platform-1"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""922.4833404298379"",""922.4837467560392"",""USD"""
"2022-05-01,""amer-failover-itmgmt-1-domainservices"",""ITManagement(03c9c339-eb56-46c6-933a-8559e91c6861)"",""Rafael Campos"","""",""10.21840931968925"",""10.21840931968925"",""USD"""
"2022-05-01,""amer-failover-itmgmt-1-vmbuild"",""ITManagement(03c9c339-eb56-46c6-933a-8559e91c6861)"",""Rafael Campos"","""",""1.437668629293599"",""1.437668629293599"",""USD"""
"2022-05-01,""amer-failover-itmgmt-app"",""ITManagement(03c9c339-eb56-46c6-933a-8559e91c6861)"",""Rafael Campos"","""",""420.2648978432066"",""420.2647987424066"",""USD"""
"2022-05-01,""amer-failover-prd-apps"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""8808.958418598137"",""8808.958714184617"",""USD"""
"2022-05-01,""amer-failover-prd-apps-1-vm-001"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""14065.216347403426"",""14065.215716809187"",""USD"""
"2022-05-01,""amer-failover-prd-apps-1-vm-vms-dr"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""63.59487423391311"",""63.59487423391311"",""USD"""
"2022-05-01,""amer-failover-prd-apps-1-vm-wms-dr"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""383.04553438168784"",""383.04553438168784"",""USD"""
"2022-05-01,""amer-failover-prd-apps-2-sap-fusion-failover"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""5125.7653907991025"",""5125.763957146866"",""USD"""
"2022-05-01,""amer-failover-prd-apps-a"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""5277.609843805552"",""5277.609185760479"",""USD"""
"2022-05-01,""amer-failover-prd-apps-a-db"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""1476.43197608571"",""1476.4318384415187"",""USD"""
"2022-05-01,""amer-failover-prd-dmz-netscaler"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""194.46485301714628"",""194.46497209980816"",""USD"""
"2022-05-01,""amer-failover-prd-dmz-ras"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""414.47409225027803"",""414.4728004380261"",""USD"""
"2022-05-01,""amer-failover-prd-internet"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""433.28601681783425"",""433.28555849025133"",""USD"""
"2022-05-01,""amer-failover-prd-internet-server"",""INTERNET-DMZ(96824035-cd9a-4d5f-b126-bfd6d2dda4b0)"",""Rafael Campos"","""",""0.012533877160765"",""0.012533877160765"",""USD"""
"2022-05-01,""amer-failover-prod-1nav-colombia-v2-dynamics-2016-prod-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""675.5542084965356"",""675.5542355763178"",""USD"""
"2022-05-01,""amer-failover-prod-apps"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""487.0783034355038"",""487.07795282586795"",""USD"""
"2022-05-01,""amer-failover-prod-cargo-cis-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""1.394805387649347"",""1.394805387649347"",""USD"""
"2022-05-01,""amer-failover-prod-isx-storage"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""1399.412849239205"",""1399.412849239205"",""USD"""
"2022-05-01,""amer-failover-prod-mercury-russia-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""108.19712140090411"",""108.19745812023525"",""USD"""
"2022-05-01,""amer-failover-prod-octopus-achat-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""392.8060106323731"",""392.8061300071781"",""USD"""
"2022-05-01,""amer-failover-prod-one-navision-argentina-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""1213.6074548823906"",""1213.6074658422526"",""USD"""
"2022-05-01,""amer-failover-prod-one-navision-mexico-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""240.91810804346173"",""240.9181026870213"",""USD"""
"2022-05-01,""amer-failover-prod-one-navision-usa-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""485.1693734322757"",""485.1695094734129"",""USD"""
"2022-05-01,""amer-failover-prod-vm-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""3440.973501980827"",""3440.9730762936833"",""USD"""
"2022-05-01,""amer-failover-prod-wms-jda-2018-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""2327.5462303086156"",""2327.5462505422456"",""USD"""
"2022-05-01,""amer-failover-prod-xint-azr-biztalk-americas-preprod-d-1"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""421.12492792492446"",""421.12513780666245"",""USD"""
"2022-05-01,""amer-nielsen-poc-files-rg"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""0.002555873387031"",""0.002555873387031"",""USD"""
"2022-05-01,""amer-orion-apps"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""4619.176840992098"",""4619.17835222468"",""USD"""
"2022-05-01,""amer-powerbi-prod"",""PowerBI 01(227e1a26-8958-44f6-a7de-4ebbadd917c1)"",""Rafael Campos"","""",""3151.7457489627336"",""3151.7457489627336"",""USD"""
"2022-05-01,""amer-primary_dev-billingdata-braggjim"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""0.029110942480552"",""0.029110942480552"",""USD"""
"2022-05-01,""amer-primary-apps-ase-vsts-1"",""ITManagement(03c9c339-eb56-46c6-933a-8559e91c6861)"",""Rafael Campos"","""",""431.9168434803154"",""431.916293118392"",""USD"""
"2022-05-01,""amer-primary-backend-citrix-vdi"",""VDI-DMZ Management(9e07d2d3-0477-4a51-a0c3-3343f74394e2)"",""Rafael Campos"","""",""2997.2762833600673"",""2997.2766497789758"",""USD"""
"2022-05-01,""amer-primary-baremetal-dev"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""88.20780065328701"",""88.20761419862764"",""USD"""
"2022-05-01,""amer-primary-dev-1nav-colombia-v2-dynamics-2016-1"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""687.4879718193909"",""687.4875770464282"",""USD"""
"2022-05-01,""amer-primary-dev-apps"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""71686.40226098278"",""71686.39815159488"",""USD"""
"2022-05-01,""amer-primary-dev-apps-1"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""2013.2699351643191"",""2013.2681070367744"",""USD"""
"2022-05-01,""amer-primary-dev-apps-1-sap-fusion-test"",""Development(fb5326e5-eac0-4172-b3bb-04f1e4199e2b)"",""Rafael Campos"","""",""7772.206320677204"",""7772.204202871372"",""USD"""
"2022-05-01,""amer-primary-dev-apps-1-vm-001"",""Production(dc4720b5-9d42-4bd0-aab0-8076ebea4e26)"",""Rafael Campos"","""",""1122.6749696469647"",""1122.6753114957726"",""USD"""
